"item_identifier","item_weight","item_fat_content","item_visibility","item_type","item_mrp","outlet_identifier","outlet_establishment_year","outlet_size","outlet_location_type","outlet_type","item_outlet_sales","outlet_age","price_category"
"FDV24",5.635,"low fat",0.103481775,"Baking Goods",150.005,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1797.66,24,"High"
"FDG50",7.405,"low fat",0.015358176,"Canned",92.4146,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1459.4336,19,"Medium"
"NCF42",17.35,"low fat",0.293066133,"Household",177.0712,"OUT019",1985,"Small","Tier 1","Grocery Store",351.5424,41,"High"
"FDT46",11.35,"low fat",0.030981392,"Snack Foods",51.9008,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",708.4112,19,"Low"
"DRE49",20.75,"low fat",0.021293097,"Soft Drinks",153.8024,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7741.9224,41,"High"
"FDV56",16.1,"regular",0.013623294,"Fruits and Vegetables",109.3596,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1186.4556,24,"Medium"
"FDD32",17.7,"regular",0.041098734,"Fruits and Vegetables",80.9276,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",487.3656,17,"Medium"
"NCN19",13.1,"low fat",0.01209726,"Others",188.853,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3225.801,22,"High"
"FDQ48",14.3,"regular",0.034382602,"Baking Goods",96.5726,"OUT013",1987,"High","Tier 3","Supermarket Type1",2251.0698,39,"Medium"
"FDW34",9.6,"low fat",0.035406842,"Snack Foods",244.317,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",8262.578,41,"Premium"
"NCS38",8.6,"low fat",0.090374342,"Household",114.3176,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1946.7992,24,"Medium"
"FDL58",5.78,"regular",0.074451126,"Snack Foods",264.5568,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",6327.7632,17,"Premium"
"FDY59",8.195,"low fat",0.031467128,"Baking Goods",91.8462,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2313.655,24,"Medium"
"FDZ03",13.65,"regular",0.078786674,"Dairy",184.824,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3355.632,29,"High"
"FDP60",17.35,"low fat",0.056032247,"Baking Goods",102.3016,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1619.2256,24,"Medium"
"NCI30",20.25,"low fat",0.058935522,"Household",246.646,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2463.46,29,"Premium"
"FDO03",10.395,"regular",0.064577332,"Meat",230.5352,"OUT019",1985,"Small","Tier 1","Grocery Store",687.1056,41,"Premium"
"FDZ20",16.1,"low fat",0.034306962,"Fruits and Vegetables",252.3356,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3815.034,29,"Premium"
"FDQ31",5.785,"regular",0.053586458,"Fruits and Vegetables",89.7856,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",966.7416,41,"Medium"
"FDY03",17.6,"regular",0.076431919,"Meat",113.2202,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2025.3636,17,"Medium"
"FDW45",18,"low fat",0.039090105,"Snack Foods",148.4418,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",4119.9704,24,"High"
"NCO41",12.5,"low fat",0.031549131,"Health and Hygiene",99.0384,"OUT010",1998,"Unknown","Tier 3","Grocery Store",197.0768,28,"Medium"
"FDK16",9.065,"low fat",0.115233813,"Frozen Foods",94.4094,"OUT013",1987,"High","Tier 3","Supermarket Type1",2856.282,39,"Medium"
"FDZ16",16.85,"regular",0.159825617,"Frozen Foods",195.5478,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4262.4516,22,"High"
"NCD18",16,"low fat",0.073080167,"Household",228.4668,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2534.0348,19,"Premium"
"FDF52",9.3,"low fat",0.066727717,"Frozen Foods",181.6292,"OUT013",1987,"High","Tier 3","Supermarket Type1",2371.5796,39,"High"
"FDF09",6.215,"low fat",0.012146608,"Fruits and Vegetables",37.9848,"OUT035",2004,"Small","Tier 2","Supermarket Type1",782.9808,22,"Low"
"FDW43",20.1,"regular",0.022552083,"Fruits and Vegetables",226.6036,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",6831.108,19,"Premium"
"FDU19",8.77,"regular",0.047036036,"Fruits and Vegetables",170.5422,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2759.0752,19,"High"
"FDA50",16.25,"low fat",0.087158654,"Dairy",95.141,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2220.443,22,"Medium"
"FDS48",15.15,"low fat",0.027756137,"Baking Goods",150.4708,"OUT013",1987,"High","Tier 3","Supermarket Type1",2106.5912,39,"High"
"NCH07",13.15,"low fat",0.092589917,"Household",159.5604,"OUT013",1987,"High","Tier 3","Supermarket Type1",1901.5248,39,"High"
"NCK54",12.15,"low fat",0.029569276,"Household",117.615,"OUT013",1987,"High","Tier 3","Supermarket Type1",1514.695,39,"Medium"
"FDD53",16.2,"low fat",0.077427883,"Frozen Foods",41.8454,"OUT019",1985,"Small","Tier 1","Grocery Store",41.9454,41,"Low"
"FDV58",20.85,"low fat",0.121227447,"Snack Foods",197.5452,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4306.3944,22,"High"
"FDI08",18.2,"regular",0.066284519,"Fruits and Vegetables",247.2092,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3486.1288,22,"Premium"
"FDD08",8.3,"low fat",0.03549838,"Fruits and Vegetables",36.6506,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",455.4072,17,"Low"
"FDX34",6.195,"low fat",0.072131519,"Snack Foods",120.1098,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2892.2352,24,"Medium"
"FDX55",15.1,"low fat",0.0553620335,"Fruits and Vegetables",216.4166,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2830.3158,24,"Premium"
"NCS05",11.5,"low fat",0.021020616,"Health and Hygiene",130.7942,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2782.3782,24,"Medium"
"FDL04",19,"low fat",0.111902259,"Frozen Foods",105.4622,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1905.5196,22,"Medium"
"FDJ53",10.5,"low fat",0.071548187,"Frozen Foods",120.2098,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",602.549,17,"Medium"
"FDB47",8.8,"low fat",0.071540443,"Snack Foods",210.6612,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2508.7344,27,"Premium"
"NCS29",9,"low fat",0.121765124,"Health and Hygiene",264.1884,"OUT019",1985,"Small","Tier 1","Grocery Store",264.9884,41,"Premium"
"FDB33",17.75,"low fat",0.014609738,"Fruits and Vegetables",160.4262,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3182.524,24,"High"
"FDL52",6.635,"regular",0.080697998,"Frozen Foods",39.8506,"OUT019",1985,"Small","Tier 1","Grocery Store",37.9506,41,"Low"
"FDB03",17.75,"regular",0.156802171,"Dairy",242.1538,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4326.3684,22,"Premium"
"FDW20",20.75,"low fat",0.024144862,"Fruits and Vegetables",123.373,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2093.941,22,"Medium"
"FDT10",16.7,"regular",0.062297249,"Snack Foods",60.6562,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",592.562,17,"Low"
"FDK04",7.36,"low fat",0.052058711,"Frozen Foods",55.5588,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1145.176,41,"Low"
"NCL07",13.85,"low fat",0.031402114,"Others",40.248,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",319.584,24,"Low"
"FDZ31",15.35,"regular",0.113217223,"Fruits and Vegetables",191.1504,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1725.7536,29,"High"
"FDE45",12.1,"low fat",0.0404395145,"Fruits and Vegetables",177.3002,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3044.7034,22,"High"
"NCK54",12.15,"low fat",0.029569276,"Household",118.515,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1398.18,17,"Medium"
"DRE15",13.35,"low fat",0.031139933,"Dairy",74.8012,"OUT019",1985,"Small","Tier 1","Grocery Store",303.6048,41,"Medium"
"NCQ38",16.35,"low fat",0.013363902,"Others",106.128,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1917.504,22,"Medium"
"FDB08",6.055,"low fat",0.030952737,"Fruits and Vegetables",160.1578,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3048.6982,41,"High"
"DRF49",7.27,"low fat",0.07136748,"Soft Drinks",111.8518,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2277.036,17,"Medium"
"DRC27",13.8,"low fat",0.058192802,"Dairy",246.9802,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5896.3248,27,"Premium"
"FDB37",20.25,"regular",0.022976493,"Baking Goods",240.3538,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4086.0146,27,"Premium"
"FDS35",9.3,"low fat",0.111220521,"Breads",65.7826,"OUT046",1997,"Small","Tier 1","Supermarket Type1",968.739,29,"Low"
"FDE47",14.15,"low fat",0.037967687,"Starchy Foods",125.6046,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1618.5598,27,"Medium"
"NCT53",5.4,"low fat",0.0663168895,"Health and Hygiene",164.5526,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2302.3364,41,"High"
"FDL14",8.115,"regular",0.032158866,"Canned",154.8972,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1713.7692,29,"High"
"FDP21",7.42,"regular",0.045068892,"Snack Foods",190.8872,"OUT019",1985,"Small","Tier 1","Grocery Store",945.436,41,"High"
"NCV54",11.1,"low fat",0.033176087,"Household",120.1124,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1896.1984,24,"Medium"
"NCO41",12.5,"low fat",0.018845298,"Health and Hygiene",96.7384,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2759.0752,22,"Medium"
"FDQ59",9.8,"regular",0.056375879,"Breads",84.6908,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1006.6896,22,"Medium"
"FDQ01",19.7,"regular",0.161356273,"Canned",253.1014,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2805.0154,17,"Premium"
"FDQ48",14.3,"regular",0.034605882,"Baking Goods",95.9726,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2153.1972,19,"Medium"
"FDP09",19.75,"low fat",0.033942546,"Snack Foods",213.5902,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4460.1942,27,"Premium"
"FDK55",18.5,"low fat",0.025740259,"Meat",89.4172,"OUT013",1987,"High","Tier 3","Supermarket Type1",1605.9096,39,"Medium"
"NCJ43",6.635,"low fat",0.026938317,"Household",174.1396,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4012.1108,41,"High"
"FDI07",12.35,"regular",0.033754478,"Meat",199.0426,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3361.6242,22,"High"
"NCW41",18,"low fat",0.015375557,"Health and Hygiene",156.9604,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4278.4308,41,"High"
"FDG33",5.365,"regular",0.140458316,"Seafood",169.7764,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3263.7516,27,"High"
"NCO05",7.27,"low fat",0.046333982,"Health and Hygiene",97.2384,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2660.5368,41,"Medium"
"FDH53",20.5,"regular",0.019238839,"Frozen Foods",82.8592,"OUT035",2004,"Small","Tier 2","Supermarket Type1",908.1512,22,"Medium"
"FDR49",8.71,"low fat",0.139228412,"Canned",49.5376,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1198.44,29,"Low"
"FDF33",7.97,"low fat",0.021601188,"Seafood",109.4596,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1833.6132,41,"Medium"
"FDQ51",16,"regular",0.0175423145,"Meat",48.1718,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",756.3488,19,"Low"
"FDZ38",17.6,"low fat",0.00799436,"Dairy",171.6422,"OUT013",1987,"High","Tier 3","Supermarket Type1",3793.7284,39,"High"
"FDV52",20.7,"regular",0.121767168,"Frozen Foods",118.9466,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",353.5398,24,"Medium"
"FDM50",13,"regular",0.030083482,"Canned",61.922,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1557.972,22,"Low"
"FDV60",20.2,"regular",0.118025091,"Baking Goods",195.811,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2553.343,19,"High"
"FDG60",20.35,"low fat",0.060649213,"Baking Goods",232.7616,"OUT013",1987,"High","Tier 3","Supermarket Type1",2812.3392,39,"Premium"
"FDN13",18.6,"low fat",0.151931742,"Breakfast",101.1358,"OUT013",1987,"High","Tier 3","Supermarket Type1",1105.8938,39,"Medium"
"DRN59",15,"low fat",0.063831013,"Hard Drinks",46.206,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1304.968,41,"Low"
"FDU02",13.35,"low fat",0.103091351,"Dairy",229.9352,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2519.3872,19,"Premium"
"FDZ58",17.85,"low fat",0.052389407,"Snack Foods",120.9072,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2817.6656,17,"Medium"
"NCQ38",16.35,"low fat",0.013355306,"Others",105.528,"OUT013",1987,"High","Tier 3","Supermarket Type1",2024.032,39,"Medium"
"FDF39",14.85,"regular",0.019550858,"Dairy",263.791,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",4207.856,24,"Premium"
"FDT03",21.25,"low fat",0.01005532,"Meat",183.1608,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2756.412,19,"High"
"FDN09",14.15,"low fat",0.034845668,"Snack Foods",242.7828,"OUT013",1987,"High","Tier 3","Supermarket Type1",3167.8764,39,"Premium"
"FDJ02",17.2,"regular",0.025162022,"Canned",145.9418,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1765.7016,22,"High"
"FDN44",13.15,"low fat",0.022685222,"Fruits and Vegetables",161.592,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4314.384,41,"High"
"FDQ34",10.85,"low fat",0.162571649,"Snack Foods",107.4622,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",529.311,24,"Medium"
"FDX31",20.35,"regular",0.014825605,"Fruits and Vegetables",233.2958,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4206.5244,29,"Premium"
"NCH55",16.35,"low fat",0.058034349,"Household",124.802,"OUT010",1998,"Unknown","Tier 3","Grocery Store",253.004,28,"Medium"
"DRM47",9.3,"low fat",0.043785694,"Hard Drinks",191.6846,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3057.3536,29,"High"
"DRL01",19.5,"regular",0.076798609,"Soft Drinks",231.8958,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",8413.0488,41,"Premium"
"FDO12",15.75,"low fat",0.055241242,"Baking Goods",196.5452,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",3131.9232,19,"High"
"NCK30",14.85,"low fat",0.061102235,"Household",253.2698,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2283.0282,24,"Premium"
"FDP16",18.6,"low fat",0.039517121,"Frozen Foods",243.6802,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",5896.3248,19,"Premium"
"NCG06",16.35,"low fat",0.029565309,"Household",256.4646,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",515.3292,17,"Premium"
"FDX36",9.695,"regular",0.128283243,"Baking Goods",226.1404,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3375.606,29,"Premium"
"FDT09",15.15,"regular",0.012332667,"Snack Foods",130.0284,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",3559.3668,19,"Medium"
"FDF08",14.3,"regular",0.065195229,"Fruits and Vegetables",88.9856,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1669.8264,22,"Medium"
"FDA43",10.895,"low fat",0.108253944,"Fruits and Vegetables",194.8794,"OUT010",1998,"Unknown","Tier 3","Grocery Store",585.2382,28,"High"
"NCN06",8.39,"low fat",0.121178848,"Household",165.1868,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2784.3756,19,"High"
"DRF15",18.35,"low fat",0.03334929,"Dairy",151.934,"OUT013",1987,"High","Tier 3","Supermarket Type1",306.268,39,"High"
"NCX05",15.2,"low fat",0.09698132,"Health and Hygiene",116.3492,"OUT013",1987,"High","Tier 3","Supermarket Type1",2548.6824,39,"Medium"
"FDM21",20.2,"low fat",0.064351908,"Snack Foods",259.4646,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2061.3168,22,"Premium"
"NCG54",12.1,"low fat",0.079419801,"Household",172.3106,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5475.5392,41,"High"
"FDD26",8.71,"regular",0.072301795,"Canned",185.6924,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3331.6632,24,"High"
"FDU23",12.15,"low fat",0.021719387,"Breads",163.1184,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3467.4864,22,"High"
"FDO37",8.06,"low fat",0.021420031,"Breakfast",232.0326,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3003.4238,24,"Premium"
"FDP19",11.5,"low fat",0.290430317,"Fruits and Vegetables",130.6652,"OUT010",1998,"Unknown","Tier 3","Grocery Store",258.3304,28,"Medium"
"FDT13",14.85,"low fat",0.018571641,"Canned",187.3214,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4333.6922,29,"High"
"FDY07",11.8,"low fat",0.121848436,"Fruits and Vegetables",45.2402,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1148.505,17,"Low"
"DRI47",14.7,"low fat",0.020952705,"Hard Drinks",143.5128,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2444.8176,27,"High"
"NCW42",18.2,"low fat",0.102371638,"Household",221.2456,"OUT019",1985,"Small","Tier 1","Grocery Store",663.1368,41,"Premium"
"NCQ50",18.75,"low fat",0.034278798,"Household",214.1218,"OUT013",1987,"High","Tier 3","Supermarket Type1",4488.1578,39,"Premium"
"FDQ09",7.235,"low fat",0.058121214,"Snack Foods",115.1834,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1382.2008,24,"Medium"
"FDI20",19.1,"low fat",0.038377013,"Fruits and Vegetables",211.5586,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4432.2306,41,"Premium"
"NCP05",19.6,"low fat",0.025325897,"Health and Hygiene",150.9024,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3795.06,27,"High"
"FDH02",7.27,"regular",0.020898691,"Canned",92.2488,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",814.9392,19,"Medium"
"FDH45",15.1,"regular",0.105881129,"Fruits and Vegetables",42.0796,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",454.0756,24,"Low"
"DRG49",7.81,"low fat",0.112906337,"Soft Drinks",243.5486,"OUT010",1998,"Unknown","Tier 3","Grocery Store",488.6972,28,"Premium"
"FDA37",7.81,"regular",0.055216312,"Canned",125.5046,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3237.1196,22,"Medium"
"FDS13",6.465,"low fat",0.125210375,"Canned",266.8884,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1059.9536,19,"Premium"
"NCW42",18.2,"low fat",0.058185842,"Household",220.8456,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4199.8664,41,"Premium"
"FDK15",10.8,"low fat",0.098814721,"Meat",100.5042,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1884.8798,17,"Medium"
"FDX51",9.5,"regular",0.022058724,"Meat",196.8452,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3523.4136,29,"High"
"FDJ20",20.7,"regular",0.100091576,"Fruits and Vegetables",125.5388,"OUT013",1987,"High","Tier 3","Supermarket Type1",2105.2596,39,"Medium"
"DRK59",8.895,"low fat",0.075876602,"Hard Drinks",235.9616,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1874.8928,19,"Premium"
"FDL45",15.6,"low fat",0.037841362,"Snack Foods",125.2704,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2628.5784,17,"Medium"
"FDH41",9,"low fat",0.081943273,"Frozen Foods",214.5534,"OUT013",1987,"High","Tier 3","Supermarket Type1",3440.8544,39,"Premium"
"FDD05",19.35,"low fat",0.016645164,"Frozen Foods",120.9098,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1687.1372,24,"Medium"
"FDZ39",19.7,"regular",0.018061324,"Meat",102.599,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2063.98,24,"Medium"
"FDY35",17.6,"regular",0.028062401,"Breads",44.0402,"OUT019",1985,"Small","Tier 1","Grocery Store",91.8804,41,"Low"
"NCE06",5.825,"low fat",0.091857904,"Household",160.7894,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1617.894,17,"High"
"FDE57",9.6,"low fat",0.036109413,"Fruits and Vegetables",140.6154,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4538.0928,41,"High"
"FDD33",12.85,"low fat",0.108633372,"Fruits and Vegetables",233.8642,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2323.642,17,"Premium"
"FDQ10",12.85,"low fat",0.03324652,"Snack Foods",172.4422,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",4483.4972,24,"High"
"FDN15",17.5,"low fat",0.016720132,"Meat",139.918,"OUT013",1987,"High","Tier 3","Supermarket Type1",419.454,39,"Medium"
"FDS50",17,"low fat",0.055433377,"Dairy",221.1114,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4434.228,29,"Premium"
"FDX21",7.05,"low fat",0.084966021,"Snack Foods",111.1912,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1965.4416,29,"Medium"
"FDL58",5.78,"regular",0.074135053,"Snack Foods",264.0568,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2109.2544,22,"Premium"
"FDK09",15.2,"low fat",0.091745951,"Snack Foods",229.0352,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2290.352,22,"Premium"
"FDS08",5.735,"low fat",0.056685383,"Fruits and Vegetables",178.437,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3175.866,41,"High"
"FDE20",11.35,"regular",0.00552947,"Fruits and Vegetables",169.279,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2376.906,22,"High"
"FDF04",17.5,"low fat",0.013664703,"Frozen Foods",257.7304,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",5683.2688,24,"Premium"
"FDA50",16.25,"low fat",0.087310672,"Dairy",95.541,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1544.656,27,"Medium"
"FDX08",12.85,"low fat",0.022639195,"Fruits and Vegetables",179.7318,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2165.1816,27,"High"
"FDD05",19.35,"low fat",0.016531033,"Frozen Foods",122.4098,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3012.745,41,"Medium"
"FDG41",8.84,"regular",0.076873991,"Frozen Foods",109.9228,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1547.3192,17,"Medium"
"FDU39",18.85,"low fat",0.035863436,"Meat",58.3562,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1125.8678,41,"Low"
